symbol,2025-12-22,2025-12-23,2025-12-24,2025-12-26,2025-12-29,2025-12-30,2025-12-31,2026-01-01,2026-01-02,2026-01-05
ABSLAMC,-2.4372447680007805,-2.213970652207813,-2.040797586553273,-1.8766464433220504,-1.613482215111103,-1.1362622589106979,-0.7660889780563644,-0.1447508041439766,0.39825006799073154,1.0529693293413762
CHOLAHLDNG,-0.4041306520104889,-0.4172374461100515,-0.36054902514118464,-0.27314423375154556,-0.3402837343207307,-0.5831915227696088,-0.8032643275270902,-0.8833072311243015,-0.9826162687582528,-1.0695081087900542
CIPLA,-0.28504364746319144,-0.33410327512255744,-0.4361681652817945,-0.5151013168903594,-0.6483527046627449,-0.7645567967546264,-0.8006740575210326,-0.8368273928553309,-0.8740177229266008,-0.8809560022944675
COALINDIA,-1.907799571460618,-1.5391139364504764,-1.244502630619288,-0.9684113442471501,-0.6804551992881368,-0.46632471237731243,-0.23477350920753245,0.07065036946668342,0.649300535595767,1.2191296119151174
DABUR,0.5729929426045239,0.35176530378371645,0.08335504816208991,-0.21829241616967607,-0.49187491996008065,-0.6894860969167318,-0.7388222491726241,-0.7991118985858346,-0.6760449155653908,-0.5916511449545245
DATAPATTNS,6.43607554839758,5.619880784119034,4.8371993120885515,4.022446353970232,3.157024448069136,2.298757693636662,1.5848452276622134,0.8331307374388119,0.10446223830214729,-0.16742589392785534
HITECHGEAR,-0.26509344195888707,-0.5145445897758323,-0.6798030854628256,-0.9006208226869764,-1.0703299081216757,-1.2790663265175468,-1.3714753426862987,-1.276022462780257,-0.8638899814984703,-0.3201661009368571
ICIL,4.049283544240716,3.28152553987588,2.4837453349800582,1.692239758831271,0.5982756955980596,0.17876342802914327,-0.4025499661743432,-0.9112585111947822,-1.545781648628894,-1.910804639254578
JPPOWER,5.309518261946844,4.636941735313219,4.059316701528818,3.5717824935940037,3.0097798750144893,2.4174034960765143,1.7527808134461735,1.1457810322748023,0.6502470826219554,0.20370495419452642
MOTILALOFS,4.941425220756692,4.369988189221113,3.8026787977820353,3.280075977336038,2.5237189703379097,1.687118540442471,0.9487913457178507,0.3263349915241804,-0.13192762078284176,-0.4635462158370276
TCS,-1.515080469192373,-1.1857351897293966,-0.9025913005815505,-0.6313163092445504,-0.40397994716794744,-0.17881567438658502,-0.02395795240600261,0.09288924894665807,0.16420931306349199,0.18210184056238787
TTKPRESTIG,-0.3122187921811784,-0.6208802924987499,-0.9335779552823111,-1.220630804380823,-1.4101666958238601,-1.6137926509596414,-1.8137028820157732,-2.0175228955108793,-2.230255520582341,-2.371124723651169
